seq	arm	self_chr	region_start	region_end	chrs_involved	arms_involved
HG02723#1#CM092036.1:11675-511674_chr11_parm	parm	chr11	0	205000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr17p,chr19p,chr20p,chr20q
HG02723#1#CM092036.1:134625731-135125730_chr11_qarm	qarm	chr11	.	.	.	.
HG02723#1#CM092037.1:11757-511756_chr12_parm	parm	chr12	0	70000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG02723#1#CM092037.1:132436459-132936458_chr12_qarm	qarm	chr12	475000	500000	chr7,chr12	chr7q,chr12q
HG02723#1#CM092038.1:101040806-101540805_chr16_qarm	qarm	chr16	460000	500000	chr3,chr7,chr9,chr16,chr18	chr3q,chr7p,chr9q,chr16q,chr18p
HG02723#1#CM092038.1:3611-503610_chr16_parm	parm	chr16	0	265000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
HG02723#1#CM092039.1:3476-503475_chr17_parm	parm	chr17	0	10000	chr3,chr7,chr11,chr17	chr3q,chr7p,chr11p,chr17p
HG02723#1#CM092039.1:81693670-82193669_chr17_qarm	qarm	chr17	455000	500000	chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr10,chr11,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr10q,chr11p,chr17q,chr19q,chr20p,chr21q,chr22q
HG02723#1#CM092040.1:4285-504284_chr18_parm	parm	chr18	0	90000	chr3,chr9,chr10,chr16,chr18	chr3q,chr9q,chr10p,chr16q,chr18p
HG02723#1#CM092040.1:79253108-79753107_chr18_qarm	qarm	chr18	.	.	.	.
HG02723#1#CM092041.1:12667-512666_chr19_parm	parm	chr19	0	205000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG02723#1#CM092041.1:61689716-62189715_chr19_qarm	qarm	chr19	480000	500000	chr2,chr4,chr6,chr7,chr8,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02723#1#CM092042.1:12360-512359_chr20_parm	parm	chr20	0	95000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chrX,chr10,chr11,chr12,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr10q,chr11p,chr12p,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02723#1#CM092042.1:65384958-65884957_chr20_qarm	qarm	chr20	330000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chrX,chr10,chr11,chr12,chr13,chr15,chr16,chr17,chr19,chr20,chr22	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr10q,chr11p,chr12p,chr13q,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr22q
HG02723#1#CM092043.1:11643-511642_chr21_parm	parm	chr21	0	455000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG02723#1#CM092043.1:41672435-42172434_chr21_qarm	qarm	chr21	480000	500000	chr2,chr4,chr6,chr10,chr17,chr19,chr20,chr21,chr22	chr2q,chr4q,chr6p,chr6q,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02723#1#CM092044.1:10174-510173_chrX_parm	parm	chrX	.	.	.	.
HG02723#1#CM092044.1:154298086-154798085_chrX_qarm	qarm	chrX	475000	500000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20q
HG02723#1#JAHEOU020000003.1:98846458-99346457_chr14_qarm	qarm	chr14	.	.	.	.
HG02723#1#JAHEOU020000005.1:113958974-114458973_chr1_qarm	qarm	chr1	485000	500000	chr1,chr4,chr13,chr19,chr21,chr22	chr1q,chr4q,chr13q,chr19q,chr21q,chr22q
HG02723#1#JAHEOU020000008.1:85996165-86496164_chr15_qarm	qarm	chr15	375000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p
HG02723#1#JAHEOU020000009.1:103961878-104461877_chr13_qarm	qarm	chr13	490000	500000	chr1,chr4,chr13,chr19,chr20,chr21,chr22	chr1q,chr4q,chr13q,chr19q,chr20p,chr21q,chr22q
HG02723#1#JAHEOU020000048.1:3819-503818_chr1_parm	parm	chr1	0	200000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG02723#1#JAHEOU020000055.1:45722063-46222062_chr22_qarm	qarm	chr22	480000	500000	chr1,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr4q,chr6p,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02723#1#JAHEOU020000056.1:4125-504124_chr15_parm	parm	chr15	0	440000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG02723#1#JAHEOU020000058.1:9503-509502_chr14_parm	parm	chr14	0	500000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG02723#2#CM092009.1:12514-512513_chr2_parm	parm	chr2	.	.	.	.
HG02723#2#CM092009.1:241764441-242264440_chr2_qarm	qarm	chr2	380000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q
HG02723#2#CM092010.1:12700-512699_chr3_parm	parm	chr3	.	.	.	.
HG02723#2#CM092010.1:199877956-200377955_chr3_qarm	qarm	chr3	235000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16q,chr18p,chr19p,chr20p,chr20q
HG02723#2#CM092011.1:15891-515890_chr4_parm	parm	chr4	0	60000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG02723#2#CM092011.1:191058445-191558444_chr4_qarm	qarm	chr4	470000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr7p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02723#2#CM092012.1:11095-511094_chr5_parm	parm	chr5	.	.	.	.
HG02723#2#CM092012.1:182425325-182925324_chr5_qarm	qarm	chr5	310000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02723#2#CM092013.1:11034-511033_chr7_parm	parm	chr7	0	135000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr19,chr20,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr22q
HG02723#2#CM092013.1:161626949-162126948_chr7_qarm	qarm	chr7	495000	500000	chr7,chr12	chr7q,chr12q
HG02723#2#CM092014.1:12009-512008_chr8_parm	parm	chr8	0	170000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20,chr21	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q,chr21q
HG02723#2#CM092014.1:146123596-146623595_chr8_qarm	qarm	chr8	.	.	.	.
HG02723#2#CM092015.1:12678-512677_chr9_parm	parm	chr9	0	40000	chr3,chr9,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG02723#2#CM092015.1:137798737-138298736_chr9_qarm	qarm	chr9	275000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr13q,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02723#2#CM092016.1:10061-510060_chr10_parm	parm	chr10	0	70000	chr9,chr10,chr18	chr9q,chr10p,chr18p
HG02723#2#CM092016.1:135683668-136183667_chr10_qarm	qarm	chr10	465000	500000	chr2,chr4,chr6,chr7,chr8,chr10,chr17,chr18,chr19,chr21,chr22	chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr10q,chr17q,chr18p,chr19q,chr21q,chr22q
HG02723#2#CM092017.1:135577949-136077948_chr11_qarm	qarm	chr11	.	.	.	.
HG02723#2#CM092017.1:5576-505575_chr11_parm	parm	chr11	0	205000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr17p,chr19p,chr20p,chr20q
HG02723#2#CM092018.1:134020478-134520477_chr12_qarm	qarm	chr12	.	.	.	.
HG02723#2#CM092018.1:8052-508051_chr12_parm	parm	chr12	0	70000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG02723#2#CM092019.1:11824-511823_chr16_parm	parm	chr16	0	210000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr13q,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q
HG02723#2#CM092019.1:91202232-91702231_chr16_qarm	qarm	chr16	350000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q
HG02723#2#CM092020.1:12340-512339_chr17_parm	parm	chr17	0	35000	chr3,chr7,chr11,chr17	chr3q,chr7p,chr11p,chr17p
HG02723#2#CM092020.1:83483239-83983238_chr17_qarm	qarm	chr17	455000	500000	chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02723#2#CM092021.1:4517-504516_chr18_parm	parm	chr18	0	90000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
HG02723#2#CM092021.1:79468505-79968504_chr18_qarm	qarm	chr18	.	.	.	.
HG02723#2#CM092022.1:13217-513216_chr19_parm	parm	chr19	0	185000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG02723#2#CM092022.1:60407387-60907386_chr19_qarm	qarm	chr19	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr7p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02723#2#CM092023.1:4692-504691_chr20_parm	parm	chr20	0	100000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr10q,chr11p,chr12p,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02723#2#CM092023.1:65855497-66355496_chr20_qarm	qarm	chr20	395000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG02723#2#CM092024.1:14664-514663_chr21_parm	parm	chr21	0	465000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG02723#2#CM092024.1:42385982-42885981_chr21_qarm	qarm	chr21	480000	500000	chr1,chr4,chr10,chr19,chr21,chr22	chr1q,chr4q,chr10q,chr19q,chr21q,chr22q
HG02723#2#CM092025.1:13433-513432_chr22_parm	parm	chr22	0	500000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG02723#2#CM092025.1:46814087-47314086_chr22_qarm	qarm	chr22	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02723#2#CM092026.1:12450-512449_chrX_parm	parm	chrX	.	.	.	.
HG02723#2#CM092026.1:153403731-153903730_chrX_qarm	qarm	chrX	475000	500000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20q
HG02723#2#JAHEOT020000004.1:115779432-116279431_chr1_qarm	qarm	chr1	485000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr7p,chr10q,chr19q,chr20p,chr21q,chr22q
HG02723#2#JAHEOT020000007.1:98422871-98922870_chr14_qarm	qarm	chr14	.	.	.	.
HG02723#2#JAHEOT020000008.1:104949691-105449690_chr13_qarm	qarm	chr13	490000	500000	chr1,chr4,chr13,chr19,chr20,chr21,chr22	chr1q,chr4q,chr13q,chr19q,chr20p,chr21q,chr22q
HG02723#2#JAHEOT020000028.1:167914808-168414807_chr6_qarm	qarm	chr6	350000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02723#2#JAHEOT020000031.1:3819-503818_chr1_parm	parm	chr1	0	200000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG02723#2#JAHEOT020000039.1:13390-513389_chr14_parm	parm	chr14	0	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr14,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13p,chr13q,chr14p,chr15p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21p,chr21q,chr22p,chr22q
HG02723#2#JAHEOT020000044.1:2323558-2823557_chr15_qarm	qarm	chr15	380000	500000	chr1,chr3,chr5,chr6,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr3q,chr5q,chr6p,chr6q,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG02723#2#JAHEOT020000046.1:2468-502467_chr6_parm	parm	chr6	0	150000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG02735#1#CM089327.1:248906276-249406275_chr1_qarm	qarm	chr1	485000	500000	chr1,chr4,chr10,chr19,chr20,chr21,chr22	chr1q,chr4q,chr10q,chr19q,chr20p,chr21q,chr22q
HG02735#1#CM089327.1:9536-509535_chr1_parm	parm	chr1	0	295000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG02735#1#CM089328.1:14684-514683_chr2_parm	parm	chr2	.	.	.	.
HG02735#1#CM089328.1:241473373-241973372_chr2_qarm	qarm	chr2	380000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02735#1#CM089329.1:14226-514225_chr4_parm	parm	chr4	0	60000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG02735#1#CM089329.1:190914489-191414488_chr4_qarm	qarm	chr4	470000	500000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG02735#1#CM089330.1:12039-512038_chr5_parm	parm	chr5	.	.	.	.
HG02735#1#CM089330.1:182311191-182811190_chr5_qarm	qarm	chr5	325000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG02735#1#CM089331.1:161603867-162103866_chr7_qarm	qarm	chr7	.	.	.	.
HG02735#1#CM089331.1:6562-506561_chr7_parm	parm	chr7	0	135000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr22	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17p,chr17q,chr19p,chr19q,chr20p,chr20q,chr22q
HG02735#1#CM089332.1:145675646-146175645_chr8_qarm	qarm	chr8	.	.	.	.
HG02735#1#CM089332.1:14807-514806_chr8_parm	parm	chr8	0	30000	chr1,chr2,chr6,chr7,chr8,chr19,chr20	chr1p,chr1q,chr2q,chr6p,chr6q,chr7p,chr8p,chr19q,chr20p
HG02735#1#CM089333.1:10758-510757_chr9_parm	parm	chr9	0	40000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG02735#1#CM089333.1:137684093-138184092_chr9_qarm	qarm	chr9	195000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr10p,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
HG02735#1#CM089334.1:11321-511320_chr10_parm	parm	chr10	0	70000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
HG02735#1#CM089334.1:136221331-136721330_chr10_qarm	qarm	chr10	470000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02735#1#CM089335.1:134398017-134898016_chr11_qarm	qarm	chr11	.	.	.	.
HG02735#1#CM089335.1:3783-503782_chr11_parm	parm	chr11	0	220000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr17p,chr19p,chr20p,chr20q
HG02735#1#CM089336.1:11660-511659_chr12_parm	parm	chr12	0	70000	chr3,chr9,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG02735#1#CM089336.1:132550880-133050879_chr12_qarm	qarm	chr12	475000	500000	chr7,chr12	chr7q,chr12q
HG02735#1#CM089337.1:8884-508883_chr16_parm	parm	chr16	0	205000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr13q,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02735#1#CM089337.1:89648722-90148721_chr16_qarm	qarm	chr16	460000	500000	chr3,chr7,chr9,chr11,chr16	chr3q,chr7p,chr9q,chr11p,chr16q
HG02735#1#CM089338.1:83189233-83689232_chr17_qarm	qarm	chr17	455000	500000	chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr10,chr11,chr13,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr10q,chr11p,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02735#1#CM089338.1:9743-509742_chr17_parm	parm	chr17	0	35000	chr3,chr7,chr11,chr17	chr3q,chr7p,chr11p,chr17p
HG02735#1#CM089339.1:4600-504599_chr19_parm	parm	chr19	0	180000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG02735#1#CM089339.1:63022902-63522901_chr19_qarm	qarm	chr19	480000	500000	chr1,chr2,chr4,chr6,chr7,chr8,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr10q,chr13q,chr17q,chr19p,chr19q,chr20p,chr21q,chr22q
HG02735#1#CM089340.1:67171958-67671957_chr20_qarm	qarm	chr20	395000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG02735#1#CM089340.1:8654-508653_chr20_parm	parm	chr20	0	135000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr22	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr10q,chr11p,chr13q,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr22q
HG02735#1#JBHIII010000005.1:111464083-111964082_chr6_qarm	qarm	chr6	360000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p
HG02735#1#JBHIII010000008.1:44979695-45479694_chr22_qarm	qarm	chr22	480000	500000	chr1,chr4,chr10,chr13,chr17,chr19,chr21,chr22	chr1q,chr4q,chr10q,chr13q,chr17q,chr19q,chr21q,chr22q
HG02735#1#JBHIII010000009.1:102227014-102727013_chr13_qarm	qarm	chr13	490000	500000	chr1,chr2,chr4,chr6,chr7,chr13,chr17,chr19,chr20,chr21	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr13q,chr17q,chr19q,chr20p,chr21q
HG02735#1#JBHIII010000011.1:37911506-38411505_chr21_qarm	qarm	chr21	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02735#1#JBHIII010000012.1:9076893-9576892_chrY_qarm	qarm	chrY	475000	500000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20q
HG02735#1#JBHIII010000016.1:4168-504167_chr3_parm	parm	chr3	.	.	.	.
HG02735#1#JBHIII010000057.1:10504-510503_chrY_parm	parm	chrY	.	.	.	.
HG02735#1#JBHIII010000059.1:60107789-60607788_chr18_qarm	qarm	chr18	.	.	.	.
