gene_name,genome_wide_copies,gene_biotype,chromosomes,num_chromosomes
RN7SL644P,1,pseudogene,chr10,1
LOC124902594,1,pseudogene,chr10,1
EIF2S2P3,1,pseudogene,chr10,1
HHEX,1,protein_coding,chr10,1
EXOC6,1,protein_coding,chr10,1
CYP26C1,1,protein_coding,chr10,1
CYP26A1,1,protein_coding,chr10,1
NIP7P1,1,pseudogene,chr10,1
XRCC6P1,1,pseudogene,chr10,1
RPL17P34,1,pseudogene,chr10,1
MYOF,1,protein_coding,chr10,1
CEP55,1,protein_coding,chr10,1
RNA5SP323,1,pseudogene,chr10,1
LOC105378436,1,lncRNA,chr10,1
FFAR4,1,protein_coding,chr10,1
LOC124902485,1,lncRNA,chr10,1
RBP4,1,protein_coding,chr10,1
PDE6C,1,protein_coding,chr10,1
FRA10AC1,1,protein_coding,chr10,1
LOC101927013,1,lncRNA,chr10,1
LGI1,1,protein_coding,chr10,1
LOC105378437,1,lncRNA,chr10,1
RAB11AP1,1,pseudogene,chr10,1
SLC35G1,1,protein_coding,chr10,1
PIPSL,1,transcribed_pseudogene,chr10,1
LOC105378438,1,lncRNA,chr10,1
PLCE1,1,protein_coding,chr10,1
RNY4P26,1,pseudogene,chr10,1
PLCE1-AS2,1,lncRNA,chr10,1
LOC107984255,1,lncRNA,chr10,1
HDAC1P1,1,pseudogene,chr10,1
RNU6-657P,1,pseudogene,chr10,1
PLCE1-AS1,1,lncRNA,chr10,1
NOC3L,1,protein_coding,chr10,1
TBC1D12,1,protein_coding,chr10,1
HELLS,1,protein_coding,chr10,1
CTBP2P2,1,pseudogene,chr10,1
CYP2C18,1,protein_coding,chr10,1
CYP2C19,1,protein_coding,chr10,1
MTND4P19,1,pseudogene,chr10,1
CYP2C58P,1,pseudogene,chr10,1
RPL7AP52,1,pseudogene,chr10,1
CYP2C115P,1,pseudogene,chr10,1
CYP2C9,1,protein_coding,chr10,1
MTND4P20,1,pseudogene,chr10,1
LOC107984256,1,lncRNA,chr10,1
CYP2C59P,1,pseudogene,chr10,1
CYP2C60P,1,pseudogene,chr10,1
CYP2C8,1,protein_coding,chr10,1
LOC107984257,1,lncRNA,chr10,1
PAWRP1,1,pseudogene,chr10,1
ACSM6,1,protein_coding,chr10,1
PDLIM1,1,protein_coding,chr10,1
SORBS1,1,protein_coding,chr10,1
RPS3AP36,1,pseudogene,chr10,1
ALDH18A1,1,protein_coding,chr10,1
TCTN3,1,protein_coding,chr10,1
ENTPD1,1,protein_coding,chr10,1
ENTPD1-AS1,1,lncRNA,chr10,1
CC2D2B,1,protein_coding,chr10,1
RPL21P90,1,pseudogene,chr10,1
CCNJ,1,protein_coding,chr10,1
MIR3157,1,miRNA,chr10,1
RNU6-271P,1,pseudogene,chr10,1
LOC124902486,1,lncRNA,chr10,1
ZNF518A,1,protein_coding,chr10,1
BLNK,1,protein_coding,chr10,1
NPM1P25,1,pseudogene,chr10,1
LOC124902487,1,lncRNA,chr10,1
DNTT,1,protein_coding,chr10,1
OPALIN,1,protein_coding,chr10,1
TLL2,1,protein_coding,chr10,1
TM9SF3,1,protein_coding,chr10,1
NPM1P26,1,pseudogene,chr10,1
LOC105378443,1,lncRNA,chr10,1
PIK3AP1,1,protein_coding,chr10,1
RNA5SP324,1,pseudogene,chr10,1
RPS2P36,1,pseudogene,chr10,1
RNU6-1274P,1,pseudogene,chr10,1
RPL13AP5,1,transcribed_pseudogene,chr10,1
MIR607,1,miRNA,chr10,1
LOC102723665,1,lncRNA,chr10,1
LCOR,1,protein_coding,chr10,1
HMGN2P35,1,pseudogene,chr10,1
SLIT1,1,protein_coding,chr10,1
SLIT1-AS1,1,lncRNA,chr10,1
ARHGAP19-SLIT1,1,lncRNA,chr10,1
LOC112268065,1,lncRNA,chr10,1
LOC105378447,1,lncRNA,chr10,1
ARHGAP19,1,protein_coding,chr10,1
RPL12P27,1,pseudogene,chr10,1
FRAT1,1,protein_coding,chr10,1
FRAT2,1,protein_coding,chr10,1
LOC105378448,1,lncRNA,chr10,1
RRP12,1,protein_coding,chr10,1
RPL34P20,1,pseudogene,chr10,1
LOC644215,1,lncRNA,chr10,1
PGAM1,1,protein_coding,chr10,1
EXOSC1,1,protein_coding,chr10,1
ZDHHC16,1,protein_coding,chr10,1
MMS19,1,protein_coding,chr10,1
UBTD1,1,protein_coding,chr10,1
LOC124902488,1,lncRNA,chr10,1
ANKRD2,1,protein_coding,chr10,1
HOGA1,1,protein_coding,chr10,1
C10orf62,1,protein_coding,chr10,1
MORN4,1,protein_coding,chr10,1
PI4K2A,1,protein_coding,chr10,1
AVPI1,1,protein_coding,chr10,1
MARVELD1,1,protein_coding,chr10,1
ZFYVE27,1,protein_coding,chr10,1
SFRP5,1,protein_coding,chr10,1
LOC107984260,1,lncRNA,chr10,1
GOLGA7B-DT,1,lncRNA,chr10,1
GOLGA7B,1,protein_coding,chr10,1
CRTAC1,1,protein_coding,chr10,1
MIR3085,1,miRNA,chr10,1
R3HCC1L,1,protein_coding,chr10,1
LOXL4,1,protein_coding,chr10,1
LOC124902489,1,lncRNA,chr10,1
LOC105378449,1,lncRNA,chr10,1
PYROXD2,1,protein_coding,chr10,1
MIR1287,1,miRNA,chr10,1
HPS1,1,protein_coding,chr10,1
MIR4685,1,miRNA,chr10,1
HPS1-AS1,1,lncRNA,chr10,1
HPSE2,1,protein_coding,chr10,1
MIR6507,1,miRNA,chr10,1
ARL5AP2,1,pseudogene,chr10,1
RPL7P36,1,pseudogene,chr10,1
CNNM1,1,protein_coding,chr10,1
GOT1,1,protein_coding,chr10,1
GOT1-DT,1,lncRNA,chr10,1
LINC01475,1,lncRNA,chr10,1
NKX2-3,1,protein_coding,chr10,1
LOC124902589,1,snoRNA,chr10,1
SLC25A28,1,protein_coding,chr10,1
LOC105378450,1,lncRNA,chr10,1
ENTPD7,1,protein_coding,chr10,1
COX15,1,protein_coding,chr10,1
EBAG9P1,1,pseudogene,chr10,1
CUTC,1,protein_coding,chr10,1
ABCC2,1,protein_coding,chr10,1
NANOGP6,1,pseudogene,chr10,1
DNMBP,1,protein_coding,chr10,1
DNMBP-AS1,1,lncRNA,chr10,1
LOC124902490,1,lncRNA,chr10,1
LOC124902583,1,snoRNA,chr10,1
CPN1,1,protein_coding,chr10,1
MTATP8P4,1,pseudogene,chr10,1
CYP2C23P,1,pseudogene,chr10,1
TPM4P1,1,pseudogene,chr10,1
SPCS2P2,1,pseudogene,chr10,1
ERLIN1,1,protein_coding,chr10,1
CHUK,1,protein_coding,chr10,1
CWF19L1,1,protein_coding,chr10,1
SNORA12,1,snoRNA,chr10,1
PHB1P9,1,pseudogene,chr10,1
RNU6-422P,1,pseudogene,chr10,1
BLOC1S2,1,protein_coding,chr10,1
PKD2L1,1,protein_coding,chr10,1
SCD,1,protein_coding,chr10,1
OLMALINC,1,lncRNA,chr10,1
WNT8B,1,protein_coding,chr10,1
SEC31B,1,protein_coding,chr10,1
NDUFB8,1,protein_coding,chr10,1
HIF1AN,1,protein_coding,chr10,1
PAX2,1,protein_coding,chr10,1
SLF2,1,protein_coding,chr10,1
SEMA4G,1,protein_coding,chr10,1
MIR608,1,miRNA,chr10,1
MRPL43,1,protein_coding,chr10,1
TWNK,1,protein_coding,chr10,1
LZTS2,1,protein_coding,chr10,1
PDZD7,1,protein_coding,chr10,1
SFXN3,1,protein_coding,chr10,1
LOC107984262,1,lncRNA,chr10,1
KAZALD1,1,protein_coding,chr10,1
TLX1NB,1,lncRNA,chr10,1
TLX1,1,protein_coding,chr10,1
RNY5P7,1,pseudogene,chr10,1
LINC01514,1,lncRNA,chr10,1
SMARCE1P7,1,pseudogene,chr10,1
LOC124902491,1,lncRNA,chr10,1
LBX1,1,protein_coding,chr10,1
LBX1-AS1,1,lncRNA,chr10,1
LINC02681,1,lncRNA,chr10,1
LOC124902597,1,pseudogene,chr10,1
LOC105378453,1,lncRNA,chr10,1
RNU2-43P,1,pseudogene,chr10,1
BTRC,1,protein_coding,chr10,1
RNU2-59P,1,pseudogene,chr10,1
LOC124902576,1,snoRNA,chr10,1
POLL,1,protein_coding,chr10,1
DPCD,1,protein_coding,chr10,1
MIR3158-1,1,miRNA,chr10,1
MIR3158-2,1,miRNA,chr10,1
FBXW4,1,protein_coding,chr10,1
RNU6-1165P,1,pseudogene,chr10,1
LOC105378456,1,lncRNA,chr10,1
LOC105378455,1,lncRNA,chr10,1
LOC105378458,1,lncRNA,chr10,1
LOC105378457,1,lncRNA,chr10,1
FGF8,1,protein_coding,chr10,1
NPM3,1,protein_coding,chr10,1
OGA,1,protein_coding,chr10,1
KCNIP2-AS1,1,lncRNA,chr10,1
KCNIP2,1,protein_coding,chr10,1
ARMH3,1,protein_coding,chr10,1
LOC101927445,1,lncRNA,chr10,1
LOC124902492,1,lncRNA,chr10,1
HPS6,1,protein_coding,chr10,1
LDB1,1,protein_coding,chr10,1
PPRC1,1,protein_coding,chr10,1
NOLC1,1,protein_coding,chr10,1
ELOVL3,1,protein_coding,chr10,1
PITX3,1,protein_coding,chr10,1
GBF1,1,protein_coding,chr10,1
LOC107984263,1,lncRNA,chr10,1
NFKB2,1,protein_coding,chr10,1
PSD,1,protein_coding,chr10,1
FBXL15,1,protein_coding,chr10,1
CUEDC2,1,protein_coding,chr10,1
MIR146B,1,miRNA,chr10,1
C10orf95-AS1,1,lncRNA,chr10,1
C10orf95,1,protein_coding,chr10,1
LOC124902493,1,lncRNA,chr10,1
MFSD13A,1,protein_coding,chr10,1
ACTR1A,1,protein_coding,chr10,1
SUFU,1,protein_coding,chr10,1
RPL23AP58,1,pseudogene,chr10,1
RNU6-43P,1,pseudogene,chr10,1
TRIM8,1,protein_coding,chr10,1
LOC105378460,1,lncRNA,chr10,1
ARL3,1,protein_coding,chr10,1
SFXN2,1,protein_coding,chr10,1
WBP1L,1,protein_coding,chr10,1
RNU6-1231P,1,pseudogene,chr10,1
CYP17A1,1,protein_coding,chr10,1
CYP17A1-AS1,1,lncRNA,chr10,1
PFN1P11,1,pseudogene,chr10,1
PTGES3P4,1,pseudogene,chr10,1
BORCS7-ASMT,1,lncRNA,chr10,1
BORCS7,1,protein_coding,chr10,1
LOC124902567,1,pseudogene,chr10,1
AS3MT,1,protein_coding,chr10,1
RPL22P17,1,pseudogene,chr10,1
LOC107984265,1,lncRNA,chr10,1
CNNM2,1,protein_coding,chr10,1
NT5C2,1,protein_coding,chr10,1
RPS15AP29,1,pseudogene,chr10,1
MARCKSL1P1,1,pseudogene,chr10,1
ST13P13,1,pseudogene,chr10,1
RPEL1,1,protein_coding,chr10,1
INA,1,protein_coding,chr10,1
PCGF6,1,protein_coding,chr10,1
RNU11-3P,1,pseudogene,chr10,1
TAF5,1,protein_coding,chr10,1
ATP5MK,1,protein_coding,chr10,1
MIR1307,1,miRNA,chr10,1
PDCD11,1,protein_coding,chr10,1
CALHM2,1,protein_coding,chr10,1
LOC124902494,1,lncRNA,chr10,1
CALHM1,1,protein_coding,chr10,1
CALHM3,1,protein_coding,chr10,1
NEURL1-AS1,1,lncRNA,chr10,1
NEURL1,1,protein_coding,chr10,1
LOC124902496,1,lncRNA,chr10,1
SH3PXD2A,1,protein_coding,chr10,1
LOC124902495,1,lncRNA,chr10,1
SH3PXD2A-AS1,1,lncRNA,chr10,1
STN1,1,protein_coding,chr10,1
LOC102724351,1,lncRNA,chr10,1
SLK,1,protein_coding,chr10,1
RN7SL524P,1,pseudogene,chr10,1
COL17A1,1,protein_coding,chr10,1
MIR936,1,miRNA,chr10,1
SFR1,1,protein_coding,chr10,1
CFAP43,1,protein_coding,chr10,1
LOC751602,1,pseudogene,chr10,1
MIR609,1,miRNA,chr10,1
LOC124902497,1,lncRNA,chr10,1
GSTO1,1,protein_coding,chr10,1
MIR4482,1,miRNA,chr10,1
GSTO2,1,protein_coding,chr10,1
ITPRIP,1,protein_coding,chr10,1
ITPRIP-AS1,1,lncRNA,chr10,1
CFAP58,1,protein_coding,chr10,1
CFAP58-DT,1,lncRNA,chr10,1
LOC124902590,1,pseudogene,chr10,1
LINC02620,1,lncRNA,chr10,1
LOC105378464,1,lncRNA,chr10,1
SORCS3,1,protein_coding,chr10,1
SORCS3-AS1,1,lncRNA,chr10,1
LOC105378465,1,lncRNA,chr10,1
LOC105378466,1,lncRNA,chr10,1
LOC105378467,1,lncRNA,chr10,1
RNU6-463P,1,pseudogene,chr10,1
LOC107984266,1,lncRNA,chr10,1
LINC02627,1,lncRNA,chr10,1
PPIAP38,1,pseudogene,chr10,1
YWHAZP5,1,pseudogene,chr10,1
LOC105378468,1,lncRNA,chr10,1
LOC124902553,1,lncRNA,chr10,1
LOC105378469,1,lncRNA,chr10,1
LINC02624,1,lncRNA,chr10,1
LOC102724439,1,lncRNA,chr10,1
RPL23AP59,1,pseudogene,chr10,1
LOC105378472,1,lncRNA,chr10,1
SORCS1,1,protein_coding,chr10,1
LOC105378473,1,lncRNA,chr10,1
RNA5SP325,1,pseudogene,chr10,1
LOC105378475,1,lncRNA,chr10,1
LOC105378474,1,lncRNA,chr10,1
RNA5SP326,1,pseudogene,chr10,1
LOC101927573,1,lncRNA,chr10,1
LINC01435,1,lncRNA,chr10,1
LOC105378476,1,lncRNA,chr10,1
PTGES3P5,1,pseudogene,chr10,1
LOC105378477,1,lncRNA,chr10,1
LINC02661,1,lncRNA,chr10,1
MAPKAPK5P1,1,pseudogene,chr10,1
RN7SKP278,1,pseudogene,chr10,1
RNU5B-6P,1,pseudogene,chr10,1
RNU6-839P,1,pseudogene,chr10,1
LOC107984182,1,lncRNA,chr10,1
PHB2P1,1,pseudogene,chr10,1
BTF3P15,1,pseudogene,chr10,1
XIAPP1,1,pseudogene,chr10,1
RPL21P91,1,pseudogene,chr10,1
XPNPEP1,1,protein_coding,chr10,1
RNU4-5P,1,pseudogene,chr10,1
ADD3-AS1,1,lncRNA,chr10,1
ADD3,1,protein_coding,chr10,1
SNRPGP12,1,pseudogene,chr10,1
LOC105378479,1,lncRNA,chr10,1
MXI1,1,protein_coding,chr10,1
LOC105378480,1,lncRNA,chr10,1
SMNDC1,1,protein_coding,chr10,1
LOC105378482,1,lncRNA,chr10,1
HMGB3P5,1,pseudogene,chr10,1
DUSP5-DT,1,lncRNA,chr10,1
DUSP5,1,protein_coding,chr10,1
RPL7P35,1,pseudogene,chr10,1
LOC105378483,1,lncRNA,chr10,1
SMC3,1,protein_coding,chr10,1
LOC124902586,1,snoRNA,chr10,1
RBM20,1,protein_coding,chr10,1
LOC124902498,1,lncRNA,chr10,1
RN7SKP288,1,pseudogene,chr10,1
RNA5SP327,1,pseudogene,chr10,1
LOC124902499,1,lncRNA,chr10,1
LOC124902500,1,lncRNA,chr10,1
PDCD4-AS1,1,lncRNA,chr10,1
PDCD4,1,protein_coding,chr10,1
MIR4680,1,miRNA,chr10,1
BBIP1,1,protein_coding,chr10,1
SHOC2,1,protein_coding,chr10,1
RPL13AP6,1,transcribed_pseudogene,chr10,1
MIR548E,1,miRNA,chr10,1
ADRA2A,1,protein_coding,chr10,1
LOC724065,1,pseudogene,chr10,1
HEAT2,1,lncRNA,chr10,1
BTBD7P2,1,pseudogene,chr10,1
LOC105378484,1,lncRNA,chr10,1
LOC105378485,1,lncRNA,chr10,1
RPS6P15,1,pseudogene,chr10,1
LOC124902501,1,lncRNA,chr10,1
LOC107984268,1,lncRNA,chr10,1
GPAM,1,protein_coding,chr10,1
TECTB,1,protein_coding,chr10,1
MIR6715B,1,miRNA,chr10,1
MIR6715A,1,miRNA,chr10,1
GUCY2GP,1,transcribed_pseudogene,chr10,1
ACSL5,1,protein_coding,chr10,1
ZDHHC6,1,protein_coding,chr10,1
VTI1A,1,protein_coding,chr10,1
LOC124902503,1,lncRNA,chr10,1
MIR4295,1,miRNA,chr10,1
LOC103344931,1,lncRNA,chr10,1
LINC02935,1,lncRNA,chr10,1
TCF7L2,1,protein_coding,chr10,1
LOC124902502,1,lncRNA,chr10,1
RPS15AP30,1,pseudogene,chr10,1
SNORA87,1,snoRNA,chr10,1
LOC105378490,1,lncRNA,chr10,1
RNU7-165P,1,pseudogene,chr10,1
LOC107984270,1,lncRNA,chr10,1
PPIAP39,1,pseudogene,chr10,1
LOC124902504,1,lncRNA,chr10,1
HABP2,1,protein_coding,chr10,1
NRAP,1,protein_coding,chr10,1
CASP7,1,protein_coding,chr10,1
LOC124902505,1,lncRNA,chr10,1
PLEKHS1,1,protein_coding,chr10,1
MIR4483,1,miRNA,chr10,1
LOC124900297,1,snoRNA,chr10,1
DCLRE1A,1,protein_coding,chr10,1
NHLRC2,1,protein_coding,chr10,1
LOC124902506,1,lncRNA,chr10,1
LOC124902507,1,lncRNA,chr10,1
LOC105378492,1,lncRNA,chr10,1
LOC105378493,1,lncRNA,chr10,1
ADRB1,1,protein_coding,chr10,1
LOC124902554,1,lncRNA,chr10,1
RNU6-709P,1,pseudogene,chr10,1
UBE2V1P5,1,pseudogene,chr10,1
CCDC186,1,protein_coding,chr10,1
MIR2110,1,miRNA,chr10,1
TDRD1,1,protein_coding,chr10,1
VWA2,1,protein_coding,chr10,1
AURKAP2,1,pseudogene,chr10,1
AFAP1L2,1,protein_coding,chr10,1
LOC105378494,1,lncRNA,chr10,1
RN7SL384P,1,pseudogene,chr10,1
ABLIM1,1,protein_coding,chr10,1
LOC124902588,1,snoRNA,chr10,1
PPIAP19,1,pseudogene,chr10,1
LOC101927692,1,lncRNA,chr10,1
LOC124902508,1,protein_coding,chr10,1
TAF9BP2,1,pseudogene,chr10,1
FHIP2A,1,protein_coding,chr10,1
RPL15P13,1,pseudogene,chr10,1
TRUB1,1,protein_coding,chr10,1
RNU6-1121P,1,pseudogene,chr10,1
LINC02626,1,lncRNA,chr10,1
LOC107984272,1,lncRNA,chr10,1
LOC124902509,1,lncRNA,chr10,1
LOC105378496,1,lncRNA,chr10,1
ATRNL1,1,protein_coding,chr10,1
NTAN1P1,1,pseudogene,chr10,1
LOC105378497,1,lncRNA,chr10,1
GFRA1,1,protein_coding,chr10,1
SNORD158,1,snoRNA,chr10,1
LOC107984273,1,lncRNA,chr10,1
CCDC172,1,protein_coding,chr10,1
SNRPGP6,1,pseudogene,chr10,1
PNLIPRP3,1,protein_coding,chr10,1
HMGB3P8,1,pseudogene,chr10,1
RNU6-1090P,1,pseudogene,chr10,1
PNLIP,1,protein_coding,chr10,1
PNLIPP1,1,pseudogene,chr10,1
PNLIPRP1,1,protein_coding,chr10,1
LOC124902510,1,lncRNA,chr10,1
PNLIPRP2,1,transcribed_pseudogene,chr10,1
C10orf82,1,protein_coding,chr10,1
HSPA12A-AS1,1,lncRNA,chr10,1
HSPA12A,1,protein_coding,chr10,1
RPL5P27,1,pseudogene,chr10,1
LOC105378498,1,lncRNA,chr10,1
MIR9851,1,miRNA,chr10,1
ENO4,1,protein_coding,chr10,1
SHTN1,1,protein_coding,chr10,1
VAX1,1,protein_coding,chr10,1
MIR3663HG,1,lncRNA,chr10,1
MIR3663,1,miRNA,chr10,1
RPL12P26,1,pseudogene,chr10,1
KCNK18,1,protein_coding,chr10,1
SLC18A2-AS1,1,lncRNA,chr10,1
SLC18A2,1,protein_coding,chr10,1
PDZD8,1,protein_coding,chr10,1
LOC105378502,1,lncRNA,chr10,1
EMX2OS,1,antisense_RNA,chr10,1
EMX2,1,protein_coding,chr10,1
LOC124902555,1,lncRNA,chr10,1
LOC107984274,1,lncRNA,chr10,1
LOC124902556,1,lncRNA,chr10,1
LINC02674,1,lncRNA,chr10,1
LOC105378504,1,lncRNA,chr10,1
RAB11FIP2,1,protein_coding,chr10,1
CASC2,1,lncRNA,chr10,1
LINC02944,1,lncRNA,chr10,1
FAM204A,1,protein_coding,chr10,1
LINC00867,1,lncRNA,chr10,1
LOC105378507,1,lncRNA,chr10,1
SLC25A18P1,1,pseudogene,chr10,1
PRLHR,1,protein_coding,chr10,1
TOMM22P5,1,pseudogene,chr10,1
CACUL1,1,protein_coding,chr10,1
LOC107987151,1,lncRNA,chr10,1
LOC124902511,1,lncRNA,chr10,1
RPL17P36,1,pseudogene,chr10,1
LDHAP5,1,pseudogene,chr10,1
LOC124902512,1,lncRNA,chr10,1
NANOS1,1,protein_coding,chr10,1
EIF3A,1,protein_coding,chr10,1
SNORA19,1,snoRNA,chr10,1
LOC124900296,1,snoRNA,chr10,1
DENND10,1,protein_coding,chr10,1
SFXN4,1,protein_coding,chr10,1
PRDX3,1,protein_coding,chr10,1
GRK5,1,protein_coding,chr10,1
RN7SL749P,1,pseudogene,chr10,1
LOC105378511,1,lncRNA,chr10,1
MIR4681,1,miRNA,chr10,1
RGS10,1,protein_coding,chr10,1
TIAL1,1,protein_coding,chr10,1
LOC105378512,1,lncRNA,chr10,1
RAD1P1,1,pseudogene,chr10,1
RPS8P4,1,pseudogene,chr10,1
BAG3,1,protein_coding,chr10,1
LOC124902513,1,lncRNA,chr10,1
TXNP1,1,pseudogene,chr10,1
INPP5F,1,protein_coding,chr10,1
RN7SL846P,1,pseudogene,chr10,1
LOC105378513,1,lncRNA,chr10,1
PHACTR2P1,1,pseudogene,chr10,1
MCMBP,1,protein_coding,chr10,1
SEC23IP,1,protein_coding,chr10,1
MIR4682,1,miRNA,chr10,1
NACAP2,1,pseudogene,chr10,1
LOC124902514,1,lncRNA,chr10,1
LOC105378515,1,lncRNA,chr10,1
RPL21P16,1,pseudogene,chr10,1
PLPP4,1,protein_coding,chr10,1
LINC01561,1,lncRNA,chr10,1
LINC02930,1,lncRNA,chr10,1
WDR11-DT,1,lncRNA,chr10,1
WDR11,1,protein_coding,chr10,1
LOC105378519,1,lncRNA,chr10,1
LOC105378520,1,lncRNA,chr10,1
LOC105378521,1,lncRNA,chr10,1
LOC124902516,1,lncRNA,chr10,1
LOC124902515,1,lncRNA,chr10,1
LOC105378522,1,lncRNA,chr10,1
RPL19P16,1,pseudogene,chr10,1
LINC01153,1,lncRNA,chr10,1
LOC105378523,1,lncRNA,chr10,1
RN7SKP167,1,pseudogene,chr10,1
FGFR2,1,protein_coding,chr10,1
LOC107984183,1,lncRNA,chr10,1
RPS15AP5,1,pseudogene,chr10,1
ATE1,1,protein_coding,chr10,1
ATE1-AS1,1,lncRNA,chr10,1
NSMCE4A,1,protein_coding,chr10,1
LOC124902517,1,lncRNA,chr10,1
TACC2,1,protein_coding,chr10,1
LOC124902518,1,lncRNA,chr10,1
BTBD16,1,protein_coding,chr10,1
RNU6-728P,1,pseudogene,chr10,1
PLEKHA1,1,protein_coding,chr10,1
MIR3941,1,miRNA,chr10,1
LOC105378525,1,lncRNA,chr10,1
ARMS2,1,protein_coding,chr10,1
HTRA1,1,protein_coding,chr10,1
DMBT1,1,protein_coding,chr10,1
LOC112577516,1,protein_coding,chr10,1
C10orf120,1,protein_coding,chr10,1
DMBT1L1,1,transcribed_pseudogene,chr10,1
LOC124900290,1,protein_coding,chr10,1
FAM24B-CUZD1,1,lncRNA,chr10,1
CUZD1,1,protein_coding,chr10,1
FAM24B,1,protein_coding,chr10,1
C10orf88B,1,transcribed_pseudogene,chr10,1
FAM24A,1,protein_coding,chr10,1
C10orf88,1,protein_coding,chr10,1
LOC124902519,1,lncRNA,chr10,1
PSTK,1,protein_coding,chr10,1
IKZF5,1,protein_coding,chr10,1
ACADSB,1,protein_coding,chr10,1
HMX3,1,protein_coding,chr10,1
HMX2,1,protein_coding,chr10,1
BUB3,1,protein_coding,chr10,1
RPS26P39,1,pseudogene,chr10,1
LOC107984275,1,lncRNA,chr10,1
LINC02641,1,lncRNA,chr10,1
LOC105378530,1,lncRNA,chr10,1
GPR26,1,protein_coding,chr10,1
LOC105378532,1,lncRNA,chr10,1
CPXM2,1,protein_coding,chr10,1
LOC105378533,1,lncRNA,chr10,1
LOC105378534,1,lncRNA,chr10,1
LOC107984128,1,lncRNA,chr10,1
YBX2P1,1,pseudogene,chr10,1
CHST15,1,protein_coding,chr10,1
LOC105378536,1,lncRNA,chr10,1
LOC107984184,1,lncRNA,chr10,1
OAT,1,protein_coding,chr10,1
OATP1,1,pseudogene,chr10,1
NKX1-2,1,protein_coding,chr10,1
LHPP,1,protein_coding,chr10,1
RPS10P18,1,pseudogene,chr10,1
FAM53B,1,protein_coding,chr10,1
FAM53B-AS1,1,lncRNA,chr10,1
EEF1AKMT2,1,protein_coding,chr10,1
ABRAXAS2,1,protein_coding,chr10,1
NPM1P31,1,pseudogene,chr10,1
ZRANB1,1,protein_coding,chr10,1
CTBP2,1,protein_coding,chr10,1
LOC124902520,1,lncRNA,chr10,1
MIR4296,1,miRNA,chr10,1
MRPS21P6,1,pseudogene,chr10,1
LOC105378541,1,lncRNA,chr10,1
LOC105378542,1,lncRNA,chr10,1
LOC105378543,1,lncRNA,chr10,1
RPS27P18,1,pseudogene,chr10,1
LOC124902521,1,lncRNA,chr10,1
LOC105378544,1,lncRNA,chr10,1
LOC105378545,1,lncRNA,chr10,1
LOC124902522,1,lncRNA,chr10,1
TEX36-AS1,1,lncRNA,chr10,1
TEX36,1,protein_coding,chr10,1
LOC102724793,1,lncRNA,chr10,1
ALDOAP2,1,pseudogene,chr10,1
LOC283038,1,lncRNA,chr10,1
EDRF1-DT,1,lncRNA,chr10,1
EDRF1,1,protein_coding,chr10,1
EDRF1-AS1,1,lncRNA,chr10,1
MMP21,1,protein_coding,chr10,1
UROS,1,protein_coding,chr10,1
MIR4484,1,miRNA,chr10,1
BCCIP,1,protein_coding,chr10,1
DHX32,1,protein_coding,chr10,1
RNU2-42P,8,pseudogene,"chr10,chr13,chr14,chr15,chr21,chr22",6
FANK1,1,protein_coding,chr10,1
GNG10P1,1,pseudogene,chr10,1
FANK1-AS1,1,lncRNA,chr10,1
ADAM12,1,protein_coding,chr10,1
RNA5SP328,1,pseudogene,chr10,1
SAR1AP2,1,pseudogene,chr10,1
LINC00601,1,lncRNA,chr10,1
LOC112267914,1,lncRNA,chr10,1
C10orf90,1,protein_coding,chr10,1
LOC728158,1,lncRNA,chr10,1
LOC105378549,1,lncRNA,chr10,1
LOC124902523,1,lncRNA,chr10,1
LOC105378548,1,lncRNA,chr10,1
LOC124900294,1,snoRNA,chr10,1
LOC105378550,1,lncRNA,chr10,1
DOCK1,1,protein_coding,chr10,1
LOC124900289,1,lncRNA,chr10,1
LOC107984059,1,lncRNA,chr10,1
LOC105378552,1,lncRNA,chr10,1
INSYN2A,1,protein_coding,chr10,1
LOC105378551,1,lncRNA,chr10,1
LOC124902524,1,lncRNA,chr10,1
NPS,1,protein_coding,chr10,1
FOXI2,1,protein_coding,chr10,1
BUB1P1,1,pseudogene,chr10,1
CLRN3,1,protein_coding,chr10,1
PTPRE,1,protein_coding,chr10,1
LOC124902557,1,lncRNA,chr10,1
AS-PTPRE,1,lncRNA,chr10,1
MKI67,1,protein_coding,chr10,1
LINC01163,1,lncRNA,chr10,1
LOC124902558,1,lncRNA,chr10,1
LOC105378554,1,lncRNA,chr10,1
LOC107984185,1,lncRNA,chr10,1
LOC105378555,1,lncRNA,chr10,1
LINC02667,1,lncRNA,chr10,1
LOC124902559,1,lncRNA,chr10,1
LOC105378556,1,lncRNA,chr10,1
LOC105378557,1,lncRNA,chr10,1
MGMT,1,protein_coding,chr10,1
LOC124902531,1,protein_coding,chr10,1
LOC105378560,1,lncRNA,chr10,1
LOC107984281,1,lncRNA,chr10,1
EBF3,1,protein_coding,chr10,1
MIR4297,1,miRNA,chr10,1
EBF3-AS1,1,lncRNA,chr10,1
C10orf143,1,protein_coding,chr10,1
CTAGE7P,1,transcribed_pseudogene,chr10,1
LOC102724883,1,lncRNA,chr10,1
LOC124902560,1,lncRNA,chr10,1
LOC105378561,1,lncRNA,chr10,1
GLRX3,1,protein_coding,chr10,1
LOC124902561,1,protein_coding,chr10,1
LOC100419870,1,pseudogene,chr10,1
