gene_family,copy_name,chromosome,arm,start,end,strand,phr_interval,phr_line_num,sharing_pattern,gene_biotype,reference_chromosome,is_shared_copy
MIR8078,MIR8078_10_shared_on_chr7,chr7,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr8,chr8,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr9,chr9,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr10,chr10,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr11,chr11,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr13,chr13,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr16,chr16,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr17,chr17,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr18,chr18,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr19,chr19,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr20,chr20,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr21,chr21,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr22,chr22,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
DUX4,DUX4_0_shared_on_chr1,chr1,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr2,chr2,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr4,chr4,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,NO
DUX4,DUX4_0_shared_on_chr5,chr5,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr6,chr6,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr7,chr7,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr8,chr8,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr9,chr9,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr10,chr10,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr11,chr11,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr13,chr13,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr16,chr16,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr17,chr17,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr18,chr18,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr19,chr19,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr20,chr20,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr21,chr21,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
DUX4,DUX4_0_shared_on_chr22,chr22,q,193541579,193553139,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
OR4F3,OR4F3_0_shared_on_chr1,chr1,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr2,chr2,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr3,chr3,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr4,chr4,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr5,chr5,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,NO
OR4F3,OR4F3_0_shared_on_chr6,chr6,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr7,chr7,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr8,chr8,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr9,chr9,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr10,chr10,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr11,chr11,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr13,chr13,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr15,chr15,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr16,chr16,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr17,chr17,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr19,chr19,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr20,chr20,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr21,chr21,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
OR4F3,OR4F3_0_shared_on_chr22,chr22,q,181905487,181933378,+,chr5:181848925-182043924,21,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr5,YES
LOC105375112,LOC105375112_0_shared_on_chr1,chr1,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr2,chr2,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr3,chr3,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr4,chr4,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr5,chr5,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr6,chr6,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr7,chr7,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,NO
LOC105375112,LOC105375112_0_shared_on_chr8,chr8,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr9,chr9,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr10,chr10,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr11,chr11,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr13,chr13,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr15,chr15,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr16,chr16,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr17,chr17,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr19,chr19,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr20,chr20,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr21,chr21,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC105375112,LOC105375112_0_shared_on_chr22,chr22,p,131798,137228,-,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",protein_coding,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr1,chr1,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr2,chr2,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr3,chr3,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr4,chr4,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr5,chr5,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr6,chr6,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr7,chr7,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,NO
LOC101929756,LOC101929756_0_shared_on_chr8,chr8,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr9,chr9,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr10,chr10,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr11,chr11,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr13,chr13,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr15,chr15,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr16,chr16,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr17,chr17,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr19,chr19,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr20,chr20,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr21,chr21,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
LOC101929756,LOC101929756_0_shared_on_chr22,chr22,p,177344,183674,+,chr7:3375-178375,23,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr7,YES
WASHC1,WASHC1_0_shared_on_chr1,chr1,p,8314,24625,-,chr9:3488-43488,26,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr9,YES
WASHC1,WASHC1_0_shared_on_chr2,chr2,p,8314,24625,-,chr9:3488-43488,26,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr9,YES
WASHC1,WASHC1_0_shared_on_chr3,chr3,p,8314,24625,-,chr9:3488-43488,26,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr9,YES
WASHC1,WASHC1_0_shared_on_chr5,chr5,p,8314,24625,-,chr9:3488-43488,26,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr9,YES
WASHC1,WASHC1_0_shared_on_chr6,chr6,p,8314,24625,-,chr9:3488-43488,26,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr9,YES
WASHC1,WASHC1_0_shared_on_chr7,chr7,p,8314,24625,-,chr9:3488-43488,26,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr9,YES
WASHC1,WASHC1_0_shared_on_chr8,chr8,p,8314,24625,-,chr9:3488-43488,26,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr9,YES
WASHC1,WASHC1_0_shared_on_chr9,chr9,p,8314,24625,-,chr9:3488-43488,26,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr9,NO
WASHC1,WASHC1_0_shared_on_chrX,chrX,p,8314,24625,-,chr9:3488-43488,26,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr9,YES
WASHC1,WASHC1_0_shared_on_chrY,chrY,p,8314,24625,-,chr9:3488-43488,26,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr9,YES
WASHC1,WASHC1_0_shared_on_chr11,chr11,p,8314,24625,-,chr9:3488-43488,26,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr9,YES
WASHC1,WASHC1_0_shared_on_chr12,chr12,p,8314,24625,-,chr9:3488-43488,26,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr9,YES
